ticker,filingdate,formtype,issuername,ownername,officertitle,isdirector,isofficer,istenpercentowner,transactiondate,securityadcode,transactioncode,sharesownedbeforetransaction,transactionshares,sharesownedfollowingtransaction,transactionpricepershare,transactionvalue,securitytitle,directorindirect,natureofownership,dateexercisable,priceexercisable,expirationdate,rownum
ZYNE,2016-08-17,4,ZYNERBA PHARMACEUTICALS I,HANLON SUZANNE M,Sec General Counsel VP HR,N,Y,N,,N,,39893,,39893,,,Common Stock,D,,,,,3
ZYNE,2016-08-17,4,ZYNERBA PHARMACEUTICALS I,HANLON SUZANNE M,Sec General Counsel VP HR,N,Y,N,2016-08-16,ND,S,3000,-3000,,10.53,31590,Common Stock,I,By spouse,,,,2
ZYNE,2016-08-17,4,ZYNERBA PHARMACEUTICALS I,HANLON SUZANNE M,Sec General Counsel VP HR,N,Y,N,2015-08-05,NA,P,,3000,3000,17.92,53760,Common Stock,I,By spouse,,,,1
ZYNE,2015-08-06,4,ZYNERBA PHARMACEUTICALS I,HANLON SUZANNE M,General Counsel,N,Y,N,2015-08-04,DA,A,,46616,46616,14.0,652624,Stock Option,D,,,14.0,2025-08-04,1
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,HANLON SUZANNE M,General Counsel,N,Y,N,,D,,42553,,42553,,,Stock Option,D,,,3.98,2024-10-02,2
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,HANLON SUZANNE M,General Counsel,N,Y,N,,N,,39893,,39893,,,Common Stock,D,,,,,1
ZYNE,2023-02-09,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2023-02-08,ND,F,362429,-6544,355885,0.597,3907,Common Stock,D,,,,,2
ZYNE,2023-02-09,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2023-02-07,NA,A,339882,22547,362429,,,Common Stock,D,,,,,1
ZYNE,2023-02-02,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2023-02-01,ND,F,345809,-5927,339882,0.595,3527,Common Stock,D,,,,,2
ZYNE,2023-02-02,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2023-01-31,NA,A,324736,21073,345809,,,Common Stock,D,,,,,1
ZYNE,2023-01-25,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2023-01-24,NA,A,154736,170000,324736,,,Common Stock,D,,,,,2
ZYNE,2023-01-25,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2023-01-23,ND,S,172505,-17769,154736,0.598,10626,Common Stock,D,,,,,1
ZYNE,2022-07-20,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2022-07-19,ND,S,178518,-6013,172505,1.1,6614,Common Stock,D,,,,,2
ZYNE,2022-07-20,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2022-07-18,NA,A,157718,20800,178518,,,Common Stock,D,,,,,1
ZYNE,2022-01-28,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2022-01-26,DA,A,,125000,125000,2.41,301250,Stock Option right to buy,D,,,2.41,2032-01-26,2
ZYNE,2022-01-28,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2022-01-26,NA,A,72718,85000,157718,,,Common Stock,D,,,,,1
ZYNE,2021-01-25,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2021-01-21,DA,A,,78000,78000,3.58,279240,Stock Option right to buy,D,,,3.58,2031-01-21,2
ZYNE,2021-01-25,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2021-01-21,NA,A,20718,52000,72718,,,Common Stock,D,,,,,1
ZYNE,2020-02-03,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2020-01-30,DA,A,,85000,85000,5.05,429250,Stock Option right to buy,D,,,5.05,2030-01-30,1
ZYNE,2019-01-28,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2019-01-24,DA,A,,88099,88099,3.65,321561,Stock Option right to buy,D,,,3.65,2029-01-24,1
ZYNE,2018-08-07,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2018-08-06,NA,P,12200,8518,20718,5.969,50844,Common Stock,D,,,,,1
ZYNE,2018-01-16,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2018-01-11,DA,A,,67500,67500,11.71,790425,Stock Option right to buy,D,,,11.71,2028-01-11,1
ZYNE,2017-05-16,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2017-05-12,NA,P,7000,5200,12200,19.82,103064,Common Stock,D,,,,,1
ZYNE,2017-01-26,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2017-01-25,DA,A,,31350,31350,18.22,571197,Stock Option right to buy,D,,,18.22,2027-01-25,1
ZYNE,2016-12-08,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2016-12-07,NA,P,3000,4000,7000,14.03,56120,Common Stock,D,,,,,2
ZYNE,2016-12-08,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2016-12-06,NA,P,,3000,3000,14.15,42450,Common Stock,D,,,,,1
ZYNE,2016-09-22,4,ZYNERBA PHARMACEUTICALS I,FICKENSCHER JAMES E,Chief Financial Officer,N,Y,N,2016-09-13,DA,A,,150000,150000,10.23,1534500,Stock Option right to buy,D,,,10.23,2026-09-13,1
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2022-06-14,DA,A,,34663,34663,1.01,35010,Stock Option right to buy,D,,,1.01,2032-06-14,3
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2022-06-14,ND,S,28109,-40,28069,1.01,40,Common Stock,D,,,,,2
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2022-06-14,NA,A,5000,23109,28109,,,Common Stock,D,,,,,1
ZYNE,2021-08-05,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2021-08-03,DA,A,,7500,7500,4.44,33300,Stock Option right to buy,D,,,4.44,2031-08-03,2
ZYNE,2021-08-05,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2021-08-03,NA,A,,5000,5000,,,Common Stock,D,,,,,1
ZYNE,2020-06-11,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2020-06-10,DA,A,,15000,15000,5.21,78150,Stock Option right to buy,D,,,5.21,2030-06-10,1
ZYNE,2019-06-13,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2019-06-11,DA,A,,15000,15000,13.5,202500,Stock Option right to buy,D,,,13.5,2029-06-11,1
ZYNE,2018-10-02,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2018-10-01,DA,A,,1334,1334,7.86,10485,Stock Option right to buy,D,,2018-10-01,7.86,2028-10-01,1
ZYNE,2018-07-03,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2018-07-02,DA,A,,1103,1103,9.7,10699,Stock Option right to buy,D,,2018-07-02,9.7,2028-07-02,1
ZYNE,2018-06-07,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2018-06-06,DA,A,,15000,15000,11.3,169500,Stock Option right to buy,D,,,11.3,2028-06-06,1
ZYNE,2018-04-03,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2018-04-02,DA,A,,1344,1344,7.98,10725,Stock Option right to buy,D,,2018-04-02,7.98,2028-04-02,1
ZYNE,2018-01-04,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2018-01-02,DA,A,,754,754,12.995,9798,Stock Option right to buy,D,,2018-01-02,12.995,2028-01-02,1
ZYNE,2017-10-03,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2017-10-02,DA,A,,1714,1714,8.69,14895,Stock Option right to buy,D,,2017-10-02,8.69,2027-10-02,1
ZYNE,2017-07-06,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2017-07-03,DA,A,,882,882,16.9,14906,Stock Option right to buy,D,,2017-07-03,16.9,2027-07-03,1
ZYNE,2017-06-09,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2017-06-07,DA,A,,15000,15000,18.77,281550,Stock Option right to buy,D,,,18.77,2027-06-07,1
ZYNE,2017-04-04,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2017-04-03,DA,A,,734,734,20.32,14915,Stock Option right to buy,D,,2017-04-03,20.32,2027-04-03,1
ZYNE,2016-07-20,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2016-05-25,DA,A,,15000,15000,7.9,118500,Stock Option right to buy,D,,,7.9,2026-05-25,1
ZYNE,2015-08-06,4,ZYNERBA PHARMACEUTICALS I,FEDERICI WILLIAM J,,Y,N,N,2015-08-04,DA,A,,35000,35000,14.0,490000,Stock Option,D,,,14.0,2025-08-04,1
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2022-06-14,DA,A,,34663,34663,1.01,35010,Stock Option right to buy,D,,,1.01,2032-06-14,3
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2022-06-14,ND,S,28109,-40,28069,1.01,40,Common Stock,D,,,,,2
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2022-06-14,NA,A,5000,23109,28109,,,Common Stock,D,,,,,1
ZYNE,2021-08-05,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2021-08-03,DA,A,,7500,7500,4.44,33300,Stock Option right to buy,D,,,4.44,2031-08-03,2
ZYNE,2021-08-05,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2021-08-03,NA,A,,5000,5000,,,Common Stock,D,,,,,1
ZYNE,2020-06-11,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2020-06-10,DA,A,,15000,15000,5.21,78150,Stock Option right to buy,D,,,5.21,2030-06-10,1
ZYNE,2019-06-13,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2019-06-11,DA,A,,15000,15000,13.5,202500,Stock Option right to buy,D,,,13.5,2029-06-11,1
ZYNE,2018-06-07,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2018-06-06,DA,A,,15000,15000,11.3,169500,Stock Option right to buy,D,,,11.3,2028-06-06,1
ZYNE,2017-06-09,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2017-06-07,DA,A,,15000,15000,18.77,281550,Stock Option right to buy,D,,,18.77,2027-06-07,1
ZYNE,2016-07-20,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2016-05-25,DA,A,,15000,15000,7.9,118500,Stock Option right to buy,D,,,7.9,2026-05-25,1
ZYNE,2015-08-06,4,ZYNERBA PHARMACEUTICALS I,COOPER WARREN D,,Y,N,N,2015-08-04,DA,A,,35000,35000,14.0,490000,Stock Option,D,,,14.0,2025-08-04,1
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2022-06-14,DA,A,,34663,34663,1.01,35010,Stock Option right to buy,D,,,1.01,2032-06-14,3
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2022-06-14,ND,S,33109,-53,33056,1.01,54,Common Stock,D,,,,,2
ZYNE,2022-06-16,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2022-06-14,NA,A,10000,23109,33109,,,Common Stock,D,,,,,1
ZYNE,2021-08-05,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2021-08-03,DA,A,,7500,7500,4.44,33300,Stock Option right to buy,D,,,4.44,2031-08-03,2
ZYNE,2021-08-05,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2021-08-03,NA,A,5000,5000,10000,,,Common Stock,D,,,,,1
ZYNE,2020-06-11,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2020-06-10,DA,A,,15000,15000,5.21,78150,Stock Option right to buy,D,,,5.21,2030-06-10,1
ZYNE,2019-06-13,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2019-06-11,DA,A,,15000,15000,13.5,202500,Stock Option right to buy,D,,,13.5,2029-06-11,1
ZYNE,2018-08-22,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2018-08-22,NA,P,,5000,5000,6.431,32155,Common Stock,D,,,,,1
ZYNE,2018-06-07,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2018-06-06,DA,A,,15000,15000,11.3,169500,Stock Option right to buy,D,,,11.3,2028-06-06,1
ZYNE,2018-04-16,4,ZYNERBA PHARMACEUTICALS I,BUTLER JOHN P,,Y,N,N,2018-04-12,DA,A,,35000,35000,9.9,346500,Stock Option right to buy,D,,2018-04-12,9.9,2028-04-12,1
ZYNE,2015-09-15,4,ZYNERBA PHARMACEUTICALS I,BARON RICHARD A,Chief Financial Officer,N,Y,N,2015-09-11,DD,M,63829,-15957,47872,3.98,63509,Stock Option,D,,,3.98,2025-01-02,2
ZYNE,2015-09-15,4,ZYNERBA PHARMACEUTICALS I,BARON RICHARD A,Chief Financial Officer,N,Y,N,2015-09-11,NA,M,,15957,15957,3.98,63509,Common Stock,D,,,,,1
ZYNE,2015-08-06,4,ZYNERBA PHARMACEUTICALS I,BARON RICHARD A,Chief Financial Officer,N,Y,N,2015-08-04,DA,A,,75988,75988,14.0,1063832,Stock Option,D,,,14.0,2025-08-04,1
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,BARON RICHARD A,Chief Financial Officer,N,Y,N,,D,,63829,,63829,,,Stock Option,D,,,3.98,2025-01-02,1
ZYNE,2023-02-09,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,4
ZYNE,2023-02-09,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,3
ZYNE,2023-02-09,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2023-02-08,ND,F,902352,-12547,889805,0.597,7491,Common Stock,D,,,,,2
ZYNE,2023-02-09,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2023-02-07,NA,A,856946,45406,902352,,,Common Stock,D,,,,,1
ZYNE,2023-02-02,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,4
ZYNE,2023-02-02,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,3
ZYNE,2023-02-02,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2023-02-01,ND,F,868672,-11726,856946,0.595,6977,Common Stock,D,,,,,2
ZYNE,2023-02-02,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2023-01-31,NA,A,826235,42437,868672,,,Common Stock,D,,,,,1
ZYNE,2023-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,4
ZYNE,2023-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,3
ZYNE,2023-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2023-01-24,NA,A,576235,250000,826235,,,Common Stock,D,,,,,2
ZYNE,2023-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2023-01-23,ND,S,611688,-35453,576235,0.598,21201,Common Stock,D,,,,,1
ZYNE,2022-07-20,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  CEO,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,4
ZYNE,2022-07-20,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  CEO,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,3
ZYNE,2022-07-20,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  CEO,Y,Y,N,2022-07-19,ND,S,623587,-11899,611688,1.1,13089,Common Stock,D,,,,,2
ZYNE,2022-07-20,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  CEO,Y,Y,N,2022-07-18,NA,A,580423,43164,623587,,,Common Stock,D,,,,,1
ZYNE,2022-01-28,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2022-01-26,DA,A,,190000,190000,2.41,457900,Stock Option right to buy,D,,,2.41,2032-01-26,4
ZYNE,2022-01-28,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,3
ZYNE,2022-01-28,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,2
ZYNE,2022-01-28,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2022-01-26,NA,A,460423,120000,580423,,,Common Stock,D,,,,,1
ZYNE,2021-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2021-01-21,DA,A,,161867,161867,3.58,579484,Stock Option right to buy,D,,,3.58,2031-01-21,4
ZYNE,2021-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,3
ZYNE,2021-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,2
ZYNE,2021-01-25,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2021-01-21,NA,A,352512,107911,460423,,,Common Stock,D,,,,,1
ZYNE,2020-02-03,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2020-01-30,DA,A,,162480,162480,5.05,820524,Stock Option right to buy,D,,,5.05,2030-01-30,1
ZYNE,2019-01-30,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2019-01-24,DA,A,,160000,160000,3.65,584000,Stock Option right to buy,D,,,3.65,2029-01-24,1
ZYNE,2019-01-28,RESTATED - 4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2019-01-24,DA,A,,160000,160000,3.65,584000,Stock Option right to buy,D,,,3.65,2019-01-24,1
ZYNE,2018-08-07,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,3
ZYNE,2018-08-07,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,2
ZYNE,2018-08-07,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2018-08-06,NA,P,337512,15000,352512,5.962,89430,Common Stock,D,,,,,1
ZYNE,2018-01-16,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman  Chief Exec. Officer,Y,Y,N,2018-01-11,DA,A,,81000,81000,11.71,948510,Stock Option right to buy,D,,,11.71,2028-01-11,1
ZYNE,2017-05-16,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,,N,,13297,,13297,,,Common Stock,I,See footnote,,,,4
ZYNE,2017-05-16,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,,N,,26595,,26595,,,Common Stock,I,See footnote,,,,3
ZYNE,2017-05-16,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2017-05-15,NA,P,336012,1500,337512,19.57,29355,Common Stock,D,,,,,2
ZYNE,2017-05-16,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2017-05-12,NA,P,332512,3500,336012,19.76,69160,Common Stock,D,,,,,1
ZYNE,2017-01-26,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec Officer,Y,Y,N,2017-01-25,DA,A,,125000,125000,18.22,2277500,Stock Option right to buy,D,,,18.22,2027-01-25,1
ZYNE,2015-08-10,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2015-08-10,DD,C,25000,-25000,,,,Series 1 Convertible Preferred Stock,I,See footnote,,,,4
ZYNE,2015-08-10,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2015-08-10,DD,C,50000,-50000,,,,Series 1 Convertible Preferred Stock,I,See footnote,,,,3
ZYNE,2015-08-10,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2015-08-10,NA,C,,13297,13297,,,Common Stock,I,See footnote,,,,2
ZYNE,2015-08-10,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2015-08-10,NA,C,,26595,26595,,,Common Stock,I,See footnote,,,,1
ZYNE,2015-08-06,4,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,2015-08-04,DA,A,,396678,396678,14.0,5553492,Stock Option,D,,,14.0,2025-08-04,1
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,,D,,292553,,292553,,,Stock Option,D,,,3.98,2024-10-02,4
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,,N,,25000,,25000,,,Series 1 Convertible Preferred Stock,I,By Nancy J. Anido Trust,,,,3
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,,N,,50000,,50000,,,Series 1 Convertible Preferred Stock,I,By TUA of Armando Anido,,,,2
ZYNE,2015-08-04,3,ZYNERBA PHARMACEUTICALS I,ANIDO ARMANDO,Chairman Chief Exec. Officer,Y,Y,N,,N,,332512,,332512,,,Common Stock,D,,,,,1
ZYME,2022-12-23,4,ZYMEWORKS INC,ZOTH LOTA S,,Y,N,N,2022-12-21,DA,A,,25000,25000,8.75,218750,Stock Option Right to Buy,D,,,8.75,2032-12-20,1
ZYME,2022-12-23,4,ZYMEWORKS INC,SACKS NATALIE,,Y,N,N,2022-12-21,DA,A,,25000,25000,8.75,218750,Stock Option Right to Buy,D,,,8.75,2032-12-20,1
ZYME,2022-12-23,4,ZYMEWORKS INC,RENTON HOLLINGS,,Y,N,N,2022-12-21,DA,A,,25000,25000,8.75,218750,Stock Option Right to Buy,D,,,8.75,2032-12-20,1
ZYME,2022-10-18,4,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,2022-10-13,NA,P,6045437,30481,6075918,5.034,153441,Common Stock par value 0.00001 per share,I,See Footnote,,,,1
ZYME,2022-10-17,RESTATED - 4,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,2022-10-13,NA,A,6045437,30481,6075918,5.034,153441,Common Stock par value 0.00001 per share,I,See Footnote,,,,1
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,31154,,31154,,,Cash-settled Swaps,I,See Footnote,,7.272,,59
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,50000,,50000,,,Cash-settled Swaps,I,See Footnote,,7.333,,58
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,103329,,103329,,,Cash-settled Swaps,I,See Footnote,,7.107,,57
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,42184,,42184,,,Cash-settled Swaps,I,See Footnote,,6.872,,56
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,69365,,69365,,,Cash-settled Swaps,I,See Footnote,,6.711,,55
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,135000,,135000,,,Cash-settled Swaps,I,See Footnote,,7.002,,54
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,5948,,5948,,,Cash-settled Swaps,I,See Footnote,,6.205,,53
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,33615,,33615,,,Cash-settled Swaps,I,See Footnote,,6.388,,52
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,25000,,25000,,,Cash-settled Swaps,I,See Footnote,,6.118,,51
ZYME,2022-10-17,3,ZYMEWORKS INC,REDMILE GROUP LLC,,N,N,Y,,D,,42776,,42776,,,Cash-settled Swaps,I,See Footnote,,5.887,,50
